"","POLLSTER","START","END","SAMPLE","POPULATION","DEMPCT","REPPCT","OTHERPCT","ELAPSED","RECWGT","BIAS","WEIGHT","SAMPWEIGHT","POPWEIGHT","TOTWGT","DEMOCRATIC","REPUBLICAN"
"692","Morning Consult","2/14/22",2022-02-16,15269,"rv",42,43,NA,265,2.51417202283625e-06,1.90875,2,2.40839497704588,1.67,2.02240983659019e-05,41.5228125,43.4771875
"693","Morning Consult","2/13/22",2022-02-15,16223,"rv",43,43,NA,266,2.35351643057702e-06,1.90875,2,2.4235463168526,1.67,1.90508792971032e-05,42.5228125,43.4771875
"694","YouGov","2/12/22",2022-02-15,1231,"rv",42.2,37.2,NA,266,2.35351643057702e-06,3.91115384615385,2,1.77889553154611,1.67,1.39834439383245e-05,41.2222115384615,38.1777884615385
"695","Morning Consult","2/12/22",2022-02-14,16039,"rv",42,43,NA,267,2.20312673066314e-06,1.90875,2,2.42069463383434,1.67,1.78125441622747e-05,41.5228125,43.4771875
"696","Quinnipiac University","2/10/22",2022-02-14,1321,"a",43,45,NA,267,2.20312673066314e-06,5.5,2,1.79653607613058,1,7.91599330384792e-06,41.625,46.375
"697","Quinnipiac University","2/10/22",2022-02-14,1172,"rv",44,46,NA,267,2.20312673066314e-06,5.5,2,1.76661674253424,1.67,1.29995490981695e-05,42.625,47.375
"698","Morning Consult","2/12/22",2022-02-13,2005,"rv",41,43,NA,268,2.06234693257377e-06,1.90875,2,1.90084983493517,1.67,1.30935075000487e-05,40.5228125,43.4771875
"699","Morning Consult","2/11/22",2022-02-13,15399,"rv",42,44,NA,268,2.06234693257377e-06,1.90875,2,2.4105144628071,1.67,1.66041991417051e-05,41.5228125,44.4771875
"700","Morning Consult","2/10/22",2022-02-12,14820,"rv",41,44,NA,269,1.93056296358231e-06,1.90875,2,2.40093322471252,1.67,1.54814102239585e-05,40.5228125,44.4771875
"701","Big Village/Opinion Research Corporation","2/9/22",2022-02-11,1007,"a",39.2,35.5,NA,270,1.8071999902094e-06,0,1,1.72868272317964,1,3.1240754004054e-06,39.2,35.5
"702","Big Village/Opinion Research Corporation","2/9/22",2022-02-11,813,"rv",44.5,41.5,NA,270,1.8071999902094e-06,0,1,1.67518277738695,1.67,5.05574179915073e-06,44.5,41.5
"703","Morning Consult","2/9/22",2022-02-11,15023,"rv",41,44,NA,270,1.8071999902094e-06,1.90875,2,2.40433440976561,1.67,1.45126778267737e-05,40.5228125,44.4771875
"704","OnMessage Inc.","2/8/22",2022-02-10,800,"lv",42,45,NA,271,1.69171991083502e-06,-2.43837072137484,1,1.67115293191698,2,5.65424537794855e-06,42.6095926803437,44.3904073196563
"705","Morning Consult","2/8/22",2022-02-10,15848,"rv",42,43,NA,271,1.69171991083502e-06,1.90875,2,2.4176996470946,1.67,1.36608359089051e-05,41.5228125,43.4771875
"706","Morning Consult","2/7/22",2022-02-09,16356,"rv",42,43,NA,272,1.58361900853266e-06,1.90875,2,2.42558752037113,1.67,1.28296297237585e-05,41.5228125,43.4771875
"707","Susquehanna Polling & Research Inc.","2/3/22",2022-02-09,800,"lv",41,47,NA,272,1.58361900853266e-06,0.327587076335325,1,1.67115293191698,2,5.29293909829763e-06,40.9181032309162,47.0818967690838
"708","Morning Consult","2/6/22",2022-02-08,16946,"rv",43,43,NA,273,1.48242575388742e-06,1.90875,2,2.4344467741896,1.67,1.20536812257196e-05,42.5228125,43.4771875
"709","YouGov","2/5/22",2022-02-08,1255,"rv",42.6,39.3,NA,273,1.48242575388742e-06,3.91115384615385,2,1.78372271289147,1.67,8.83174986786342e-06,41.6222115384615,40.2777884615385
"710","Public Opinion Strategies","2/4/22",2022-02-08,1000,"rv",43,41,NA,273,1.48242575388742e-06,6.27333333333333,1,1.72693881974553,1.67,4.27529783157048e-06,41.4316666666667,42.5683333333333
"711","Morning Consult","2/5/22",2022-02-07,16947,"rv",43,43,NA,274,1.38769874821402e-06,1.90875,2,2.43446152649834,1.67,1.12835193710758e-05,42.5228125,43.4771875
"712","Ipsos","1/31/22",2022-02-07,4404,"a",42,34,NA,274,1.38769874821402e-06,2.639375,2,2.09756712446064,1,5.82158254581781e-06,41.34015625,34.65984375
"713","Morning Consult","2/5/22",2022-02-06,2005,"rv",42,43,NA,275,1.29902479820314e-06,1.90875,2,1.90084983493517,1.67,8.24729858462537e-06,41.5228125,43.4771875
"714","Morning Consult","2/4/22",2022-02-06,17164,"rv",43,42,NA,275,1.29902479820314e-06,1.90875,2,2.43764236152785,1.67,1.0576303308429e-05,42.5228125,42.4771875
"715","Trafalgar Group","2/2/22",2022-02-06,1073,"lv",41.9,54.4,NA,275,1.29902479820314e-06,-2.20909966960854,1,1.74455343565767,2,4.53243634941961e-06,42.4522749174021,53.8477250825979
"716","SSRS","1/10/22",2022-02-06,1257,"rv",43,44,NA,275,1.29902479820314e-06,6.54,2,1.78412080214756,1.67,7.7408413310324e-06,41.365,45.635
"717","Morning Consult","2/3/22",2022-02-05,16862,"rv",43,42,NA,276,1.21601711359796e-06,1.90875,2,2.43320446212066,1.67,9.88245301118426e-06,42.5228125,42.4771875
"718","Morning Consult","2/2/22",2022-02-04,16438,"rv",43,42,NA,277,1.13831362003905e-06,1.90875,2,2.42683775167711,1.67,9.22675823763907e-06,42.5228125,42.4771875
"719","Morning Consult","2/1/22",2022-02-03,15736,"rv",43,43,NA,278,1.06557537971855e-06,1.90875,2,2.41592659001722,1.67,8.59833532438938e-06,42.5228125,43.4771875
"720","Morning Consult","1/31/22",2022-02-02,15986,"rv",43,42,NA,279,9.97485112954539e-07,1.90875,2,2.41986715454649,1.67,8.06203008303921e-06,42.5228125,42.4771875
"721","Morning Consult","1/30/22",2022-02-01,16699,"rv",43,42,NA,280,9.33745814236744e-07,1.90875,2,2.43077602909311,1.67,7.58088798799243e-06,42.5228125,42.4771875
"722","YouGov","1/29/22",2022-02-01,1273,"rv",44,38,NA,280,9.33745814236744e-07,3.91115384615385,2,1.78728289963935,1.67,5.57401887415982e-06,43.0222115384615,38.9777884615385
"723","Morning Consult","1/29/22",2022-01-31,17403,"rv",44,42,NA,281,8.74079456707016e-07,1.90875,2,2.44109947103354,1.67,7.12660776402534e-06,43.5228125,42.4771875
"724","Morning Consult","1/28/22",2022-01-30,2005,"rv",44,41,NA,282,8.18225779423438e-07,1.90875,2,1.90084983493517,1.67,5.19478328810751e-06,43.5228125,41.4771875
"725","Morning Consult","1/28/22",2022-01-30,17010,"rv",44,42,NA,282,8.18225779423438e-07,1.90875,2,2.43538917134748,1.67,6.65561199777013e-06,43.5228125,42.4771875
"726","Morning Consult","1/27/22",2022-01-29,15943,"rv",43,42,NA,283,7.6594115211828e-07,1.90875,2,2.41919378510184,1.67,6.18888665036068e-06,42.5228125,42.4771875
"727","Big Village/Opinion Research Corporation","1/26/22",2022-01-28,1003,"a",38.1,37.4,NA,284,7.16997512497922e-07,0,1,1.72768769699048,1,1.23874778111544e-06,38.1,37.4
"728","Big Village/Opinion Research Corporation","1/26/22",2022-01-28,808,"rv",44.1,43.8,NA,284,7.16997512497922e-07,0,1,1.67364051463027,1.67,2.00399346329543e-06,44.1,43.8
"729","Morning Consult","1/26/22",2022-01-28,15560,"rv",43,43,NA,284,7.16997512497922e-07,1.90875,2,2.4131146994331,1.67,5.77885877113144e-06,42.5228125,43.4771875
"730","OnMessage Inc.","1/25/22",2022-01-27,800,"lv",43,47,NA,285,6.71181371449305e-07,-2.43837072137484,1,1.67115293191698,2,2.24329343349113e-06,43.6095926803437,46.3904073196563
"731","Cygnal","1/25/22",2022-01-27,5837,"lv",44.8,47.1,NA,285,6.71181371449305e-07,3.7073417949916,1,2.16799306130095,2,2.9102331123531e-06,43.8731645512521,48.0268354487479
"732","Morning Consult","1/25/22",2022-01-27,15569,"rv",42,43,NA,285,6.71181371449305e-07,1.90875,2,2.41325925917242,1.67,5.40991376184182e-06,41.5228125,43.4771875
"733","Morning Consult","1/24/22",2022-01-26,16525,"rv",43,43,NA,286,6.28292881813694e-07,1.90875,2,2.42815741617997,1.67,5.09548402850009e-06,42.5228125,43.4771875
"734","Morning Consult","1/23/22",2022-01-25,16978,"rv",43,43,NA,287,5.88144966665799e-07,1.90875,2,2.43491841682448,1.67,4.78316393706456e-06,42.5228125,43.4771875
"735","YouGov","1/22/22",2022-01-25,1249,"rv",42,38.5,NA,287,5.88144966665799e-07,3.91115384615385,2,1.78252462753139,1.67,3.501598844719e-06,41.0222115384615,39.4777884615385
"736","Morning Consult","1/22/22",2022-01-24,16958,"rv",43,43,NA,288,5.50562503295855e-07,1.90875,2,2.43462374446599,1.67,4.47697789474465e-06,42.5228125,43.4771875
"737","Zogby Interactive/JZ Analytics","1/21/22",2022-01-24,897,"lv",43.7,41.9,NA,288,5.50562503295855e-07,0,1,1.6997639655147,2,1.87165260773172e-06,43.7,41.9
"738","Monmouth University","1/20/22",2022-01-24,794,"a",43,50,NA,288,5.50562503295855e-07,3.9,1,1.66927086531178,1,9.19037946284894e-07,42.025,50.975
"739","Monmouth University","1/20/22",2022-01-24,735,"rv",43,51,NA,288,5.50562503295855e-07,3.9,1,1.64996762480321,1.67,1.51704521080085e-06,42.025,51.975
"740","Morning Consult","1/22/22",2022-01-23,2005,"rv",42,42,NA,289,5.1538155933525e-07,1.90875,2,1.90084983493517,1.67,3.27207425965007e-06,41.5228125,42.4771875
"741","Opinion Savvy/InsiderAdvantage","1/21/22",2022-01-23,850,"lv",42,49,NA,289,5.1538155933525e-07,1.02055403434569,1,1.68630908737109,2,1.73818521394103e-06,41.7448614914136,49.2551385085864
"742","Echelon Insights","1/21/22",2022-01-23,1029,"rv",46,41,NA,289,5.1538155933525e-07,1.49,2,1.73408568395851,1.67,2.98501071795703e-06,45.6275,41.3725
"743","Morning Consult","1/21/22",2022-01-23,16355,"rv",43,43,NA,289,5.1538155933525e-07,1.90875,2,2.42557223499312,1.67,4.17531797050848e-06,42.5228125,43.4771875
"744","Morning Consult","1/20/22",2022-01-22,15926,"rv",43,43,NA,290,4.82448677693727e-07,1.90875,2,2.41892706820435,1.67,3.89780727274579e-06,42.5228125,43.4771875
"745","Morning Consult","1/19/22",2022-01-21,15957,"rv",43,43,NA,291,4.51620207189098e-07,1.90875,2,2.41941322085261,1.67,3.64947070625884e-06,42.5228125,43.4771875
"746","Harris Insights & Analytics","1/19/22",2022-01-20,1815,"rv",47,53,NA,292,4.22761675949715e-07,-0.633333333333333,2,1.87596018667474,1.67,2.64890080226206e-06,47.1583333333333,52.8416666666667
"747","Morning Consult","1/18/22",2022-01-20,16303,"rv",42,44,NA,292,4.22761675949715e-07,1.90875,2,2.42477610473491,1.67,3.42384204886745e-06,41.5228125,44.4771875
"748","Morning Consult","1/17/22",2022-01-19,16794,"rv",42,44,NA,293,3.95747204856528e-07,1.90875,2,2.43219423968588,1.67,3.21486380055961e-06,41.5228125,44.4771875
"749","Fox News/Beacon Research/Shaw & Co. Research","1/16/22",2022-01-19,1001,"rv",43,44,NA,293,3.95747204856528e-07,1.055,2,1.7271886948288,1.67,2.2829905281159e-06,42.73625,44.26375
"750","Morning Consult","1/16/22",2022-01-18,17051,"rv",41,44,NA,294,3.70458958466196e-07,1.90875,2,2.43599103300454,1.67,3.01413190107231e-06,40.5228125,44.4771875
"751","YouGov","1/15/22",2022-01-18,1153,"rv",42.9,38.6,NA,294,3.70458958466196e-07,3.91115384615385,2,1.76253063006726,1.67,2.18083717334149e-06,41.9222115384615,39.5777884615385
"752","NBC News/The Wall Street Journal","1/14/22",2022-01-18,790,"rv",47,46,NA,294,3.70458958466196e-07,2.8,2,1.66800823636527,1.67,2.06388150381609e-06,46.3,46.7
"753","McLaughlin & Associates","1/13/22",2022-01-18,1000,"lv",43,48,NA,294,3.70458958466196e-07,-7.86,1,1.72693881974553,2,1.27951991299554e-06,44.965,46.035
"754","Morning Consult","1/15/22",2022-01-17,17299,"rv",41,44,NA,295,3.46786631020206e-07,1.90875,2,2.43960099383674,1.67,2.82571017235188e-06,40.5228125,44.4771875
"755","Echelon Insights","1/14/22",2022-01-17,1000,"rv",43,44,NA,295,3.46786631020206e-07,1.49,2,1.72693881974553,1.67,2.00025684622707e-06,42.6275,44.3725
"756","Morning Consult","1/15/22",2022-01-16,2005,"rv",41,42,NA,296,3.24626965298015e-07,1.90875,2,1.90084983493517,1.67,2.06100415876347e-06,40.5228125,42.4771875
"757","Morning Consult","1/14/22",2022-01-16,15855,"rv",42,44,NA,296,3.24626965298015e-07,1.90875,2,2.41781004674311,1.67,2.62152036939183e-06,41.5228125,44.4771875
"758","Morning Consult","1/13/22",2022-01-15,15066,"rv",43,44,NA,297,3.03883302215472e-07,1.90875,2,2.40504895709641,1.67,2.44105309170159e-06,42.5228125,44.4771875
"759","Trafalgar Group","1/12/22",2022-01-15,1077,"lv",42.4,55.6,NA,297,3.03883302215472e-07,-2.20909966960854,1,1.7454836692891,2,1.0608466827735e-06,42.9522749174021,55.0477250825979
"760","Big Village/Opinion Research Corporation","1/12/22",2022-01-14,1014,"a",39.8,34.7,NA,298,2.84465159203903e-07,0,1,1.73041454603778,1,4.92242649327387e-07,39.8,34.7
"761","Big Village/Opinion Research Corporation","1/12/22",2022-01-14,831,"rv",42.5,41.6,NA,298,2.84465159203903e-07,0,1,1.68065744871386,1.67,7.98407776155076e-07,42.5,41.6
"762","Morning Consult","1/12/22",2022-01-14,14380,"rv",43,43,NA,298,2.84465159203903e-07,1.90875,2,2.39339840781876,1.67,2.2740004534559e-06,42.5228125,43.4771875
"763","Morning Consult","1/11/22",2022-01-13,15247,"rv",44,42,NA,299,2.66287835530774e-07,1.90875,2,2.40803451034298,1.67,2.14170919412641e-06,43.5228125,42.4771875
"764","Rasmussen Reports/Pulse Opinion Research","1/9/22",2022-01-13,2500,"lv",39,48,NA,299,2.66287835530774e-07,-4.13,2,1.95601150271407,2,2.08344827732411e-06,40.0325,46.9675
"765","Morning Consult","1/10/22",2022-01-12,16143,"rv",44,42,NA,300,2.49272042840357e-07,1.90875,2,2.42231044953938,1.67,2.01673967566175e-06,43.5228125,42.4771875
"766","Morning Consult","1/9/22",2022-01-11,17191,"rv",44,42,NA,301,2.33343559302858e-07,1.90875,2,2.43803531751037,1.67,1.90012546123778e-06,43.5228125,42.4771875
"767","YouGov","1/8/22",2022-01-11,1258,"rv",42.4,37.2,NA,301,2.33343559302858e-07,3.91115384615385,2,1.7843196093151,1.67,1.39064069182871e-06,41.4222115384615,38.1777884615385
"768","NewsNation","1/10/22",2022-01-10,1013,"rv",39.7,45.2,NA,302,2.18432905863406e-07,0,1,1.73016787606217,1.67,6.31135746655627e-07,39.7,45.2
"769","Morning Consult","1/8/22",2022-01-10,17859,"rv",44,42,NA,302,2.18432905863406e-07,1.90875,2,2.44756571545537,1.67,1.785660497672e-06,43.5228125,42.4771875
"770","Quinnipiac University","1/7/22",2022-01-10,1313,"a",42,43,NA,302,2.18432905863406e-07,5.5,2,1.7950174685757,1,7.84181763473129e-07,40.625,44.375
"771","Quinnipiac University","1/7/22",2022-01-10,1178,"rv",43,44,NA,302,2.18432905863406e-07,5.5,2,1.76789334105288,1.67,1.28979470634077e-06,41.625,45.375
"772","Morning Consult","1/8/22",2022-01-09,2000,"rv",44,41,NA,303,2.04475043178734e-07,1.90875,2,1.90022561488552,1.67,1.2977527069412e-06,43.5228125,41.4771875
"773","Morning Consult","1/7/22",2022-01-09,17656,"rv",44,42,NA,303,2.04475043178734e-07,1.90875,2,2.44470773698414,1.67,1.66960494506459e-06,43.5228125,42.4771875
"774","Morning Consult","1/6/22",2022-01-08,17491,"rv",44,42,NA,304,1.91409087919613e-07,1.90875,2,2.44236043547677,1.67,1.56141654430736e-06,43.5228125,42.4771875
"775","Morning Consult","1/5/22",2022-01-07,17674,"rv",44,42,NA,305,1.7917804720155e-07,1.90875,2,2.44496247801949,1.67,1.46319923165726e-06,43.5228125,42.4771875
"776","Morning Consult","1/4/22",2022-01-06,18263,"rv",44,42,NA,306,1.67728569985371e-07,1.90875,2,2.45315810854801,1.67,1.37429210299255e-06,43.5228125,42.4771875
"777","Morning Consult","1/3/22",2022-01-05,18487,"rv",43,42,NA,307,1.57010714363306e-07,1.90875,2,2.45620576533811,1.67,1.28807307694228e-06,42.5228125,42.4771875
"778","RMG Research","1/3/22",2022-01-04,1200,"rv",40,42,NA,308,1.4697772971549e-07,2.88333333333333,2,1.77251920894402,1.67,8.70139636353683e-07,39.2791666666667,42.7208333333333
"779","YouGov","1/2/22",2022-01-04,1201,"rv",42.3,37.8,NA,308,1.4697772971549e-07,3.91115384615385,2,1.77272745552,1.67,8.70241865767601e-07,41.3222115384615,38.7777884615385
"780","The Winston Group","1/2/22",2022-01-04,1000,"rv",44,46,NA,308,1.4697772971549e-07,0.74,2,1.72693881974553,1.67,8.47763967259715e-07,43.815,46.185
"781","Morning Consult","1/2/22",2022-01-04,18465,"rv",43,42,NA,308,1.4697772971549e-07,1.90875,2,2.45590808182167,1.67,1.20561907281528e-06,42.5228125,42.4771875
"782","Morning Consult","1/1/22",2022-01-03,18491,"rv",43,42,NA,309,1.37585852786671e-07,1.90875,2,2.45625985155175,1.67,1.1287416651803e-06,42.5228125,42.4771875
"783","Morning Consult","12/31/21",2022-01-02,18516,"rv",43,42,NA,310,1.28794116793602e-07,1.90875,2,2.45659762553779,1.67,1.05676037380466e-06,42.5228125,42.4771875
"784","Morning Consult","12/30/21",2022-01-01,18445,"rv",43,42,NA,311,1.20564172730491e-07,1.90875,2,2.45563715250769,1.67,9.88846618473286e-07,42.5228125,42.4771875
"785","Morning Consult","12/29/21",2021-12-31,18358,"rv",43,42,NA,312,1.12860122093013e-07,1.90875,2,2.45445518144476,1.67,9.25213772241942e-07,42.5228125,42.4771875
"786","Morning Consult","12/28/21",2021-12-30,18615,"rv",43,42,NA,313,1.05648360291269e-07,1.90875,2,2.4579307465767,1.67,8.67319019304982e-07,42.5228125,42.4771875
"787","Suffolk University","12/27/21",2021-12-30,1000,"rv",38.5,37.3,NA,313,1.05648360291269e-07,4.0675,2,1.72693881974553,1.67,6.09377170462381e-07,37.483125,38.316875
"788","Morning Consult","12/27/21",2021-12-29,19030,"rv",43,43,NA,314,9.88974300686571e-08,1.90875,2,2.46344299007255,1.67,8.13718124001671e-07,42.5228125,43.4771875
"789","Morning Consult","12/26/21",2021-12-28,19295,"rv",43,43,NA,315,9.257788428727e-08,1.90875,2,2.46690031849293,1.67,7.62790576860451e-07,42.5228125,43.4771875
"790","Morning Consult","12/25/21",2021-12-27,19373,"rv",44,42,NA,316,8.66621574813134e-08,1.90875,2,2.46790890577174,1.67,7.14340196206697e-07,43.5228125,42.4771875
"791","Morning Consult","12/24/21",2021-12-26,19260,"rv",43,42,NA,317,8.11244456182575e-08,1.90875,2,2.46644642133803,1.67,6.6829758925113e-07,42.5228125,42.4771875
"792","Morning Consult","12/23/21",2021-12-25,17702,"rv",44,42,NA,318,7.59405935432508e-08,1.90875,2,2.44535822663221,1.67,6.20244530222112e-07,43.5228125,42.4771875
"793","Morning Consult","12/22/21",2021-12-24,16094,"rv",44,42,NA,319,7.10879896158371e-08,1.90875,2,2.42155045267652,1.67,5.74958132469874e-07,43.5228125,42.4771875
"794","Morning Consult","12/21/21",2021-12-23,14530,"rv",44,42,NA,320,6.65454670793851e-08,1.90875,2,2.39599268914108,1.67,5.32537791743069e-07,43.5228125,42.4771875
"795","Zogby Interactive/JZ Analytics","12/21/21",2021-12-22,1311,"lv",42.5,42.8,NA,321,6.22932117330124e-08,0,1,1.79463637094092,2,2.23587326877576e-07,42.5,42.8
"796","Morning Consult","12/20/21",2021-12-22,14451,"rv",44,42,NA,321,6.22932117330124e-08,1.90875,2,2.39462972382458,1.67,4.98225049203955e-07,43.5228125,42.4771875
"797","YouGov","12/19/21",2021-12-21,1315,"rv",43,36,NA,322,5.83126755032729e-08,3.91115384615385,2,1.79539798615297,1.67,3.49679496953664e-07,42.0222115384615,36.9777884615385
"798","Morning Consult","12/19/21",2021-12-21,15680,"rv",44,42,NA,322,5.83126755032729e-08,1.90875,2,2.4150353234761,1.67,4.70362751630324e-07,43.5228125,42.4771875
"799","Morning Consult","12/18/21",2021-12-20,1998,"rv",41,41,NA,323,5.45864955386138e-08,1.90875,2,1.89997548980212,1.67,3.46401432015848e-07,40.5228125,41.4771875
"800","Morning Consult","12/18/21",2021-12-20,14809,"rv",44,42,NA,323,5.45864955386138e-08,1.90875,2,2.40074759575938,1.67,4.37701649070358e-07,43.5228125,42.4771875
"801","Change Research","12/17/21",2021-12-20,1895,"rv",45,44,NA,323,5.45864955386138e-08,4.88333333333333,2,1.88674352937913,1.67,3.43988995611534e-07,43.7791666666667,45.2208333333333
"802","YouGov","12/14/21",2021-12-20,1000,"a",42,37,NA,323,5.45864955386138e-08,3.91115384615385,2,1.72693881974553,1,1.88535076358997e-07,41.0222115384615,37.9777884615385
"803","YouGov","12/14/21",2021-12-20,900,"rv",42,40,NA,323,5.45864955386138e-08,3.91115384615385,2,1.70059869083108,1.67,3.10051274319077e-07,41.0222115384615,40.9777884615385
"804","Opinion Savvy/InsiderAdvantage","12/17/21",2021-12-19,750,"rv",43,48,NA,324,5.10984184736964e-08,1.02055403434569,1,1.65501830163259,1.67,1.41229925656609e-07,42.7448614914136,48.2551385085864
"805","Morning Consult","12/17/21",2021-12-19,13569,"rv",44,42,NA,324,5.10984184736964e-08,1.90875,2,2.37888576453649,1.67,4.06001382993331e-07,43.5228125,42.4771875
"806","Morning Consult","12/16/21",2021-12-18,11733,"rv",44,41,NA,325,4.78332295332272e-08,1.90875,2,2.34254016585591,1.67,3.74251213223593e-07,43.5228125,41.4771875
"807","John Zogby Strategies/EMI Research Solutions","12/17/21",2021-12-17,777,"lv",43.5,39.6,NA,326,4.4776686166054e-08,0.34,2,1.66386008759191,2,2.98008563865304e-07,43.415,39.685
"808","Morning Consult","12/15/21",2021-12-17,12021,"rv",44,42,NA,326,4.4776686166054e-08,1.90875,2,2.34860259982606,1.67,3.51243222747575e-07,43.5228125,42.4771875
"809","Ipsos","12/13/21",2021-12-17,4407,"a",40,33,NA,326,4.4776686166054e-08,2.639375,2,2.0977373662105,1,1.87859455411224e-07,39.34015625,33.65984375
"810","Morning Consult","12/14/21",2021-12-16,13198,"rv",44,42,NA,327,4.19154559200431e-08,1.90875,2,2.37195514548584,1.67,3.3206808169207e-07,43.5228125,42.4771875
"811","Morning Consult","12/13/21",2021-12-15,14695,"rv",44,42,NA,328,3.92370582867524e-08,1.90875,2,2.39881564471325,1.67,3.1436904736443e-07,43.5228125,42.4771875
"812","YouGov","12/12/21",2021-12-14,1267,"rv",42,38,NA,329,3.67298102622289e-08,3.91115384615385,2,1.78610179508028,1.67,2.19114621341366e-07,41.0222115384615,38.9777884615385
"813","Morning Consult","12/12/21",2021-12-14,16771,"rv",44,42,NA,329,3.67298102622289e-08,1.90875,2,2.43185162083291,1.67,2.98333638387749e-07,43.5228125,42.4771875
"814","Fox News/Beacon Research/Shaw & Co. Research","12/11/21",2021-12-14,1002,"rv",39,43,NA,329,3.67298102622289e-08,1.055,2,1.7274383204112,1.67,2.11917929039679e-07,38.73625,43.26375
"815","Rasmussen Reports/Pulse Opinion Research","12/8/21",2021-12-14,2500,"lv",39,48,NA,329,3.67298102622289e-08,-4.13,2,1.95601150271407,2,2.873757254617e-07,40.0325,46.9675
"816","Morning Consult","12/11/21",2021-12-13,1998,"rv",43,42,NA,330,3.43827753864725e-08,1.90875,2,1.89997548980212,1.67,2.18190277888936e-07,42.5228125,42.4771875
"817","Morning Consult","12/11/21",2021-12-13,16525,"rv",44,42,NA,330,3.43827753864725e-08,1.90875,2,2.42815741617997,1.67,2.78845882085334e-07,43.5228125,42.4771875
"818","Echelon Insights","12/9/21",2021-12-13,1020,"rv",47,45,NA,330,3.43827753864725e-08,1.49,2,1.73188947656958,1.67,1.98887537336071e-07,46.6275,45.3725
"819","YouGov","12/9/21",2021-12-13,1558,"a",39,31,NA,330,3.43827753864725e-08,3.91115384615385,2,1.83778955660767,1,1.26376611064893e-07,38.0222115384615,31.9777884615385
"820","YouGov","12/9/21",2021-12-13,1163,"rv",44,35,NA,330,3.43827753864725e-08,3.91115384615385,2,1.76468953812967,1.67,2.02654246214676e-07,43.0222115384615,35.9777884615385
"821","Morning Consult","12/10/21",2021-12-12,15592,"rv",44,42,NA,331,3.21857160392769e-08,1.90875,2,2.41362831029685,1.67,2.59465747101377e-07,43.5228125,42.4771875
"822","Morning Consult","12/9/21",2021-12-11,13901,"rv",44,42,NA,332,3.01290487843671e-08,1.90875,2,2.38492901474427,1.67,2.39997846392492e-07,43.5228125,42.4771875
"823","RMG Research","12/8/21",2021-12-11,1200,"rv",38,44,NA,332,3.01290487843671e-08,2.88333333333333,2,1.77251920894402,1.67,1.78370421176457e-07,37.2791666666667,44.7208333333333
"824","Morning Consult","12/8/21",2021-12-10,14260,"rv",44,43,NA,333,2.8203802567046e-08,1.90875,2,2.39130342349207,1.67,2.25262457777799e-07,43.5228125,43.4771875
"825","Morning Consult","12/7/21",2021-12-09,14575,"rv",44,42,NA,334,2.64015795830118e-08,1.90875,2,2.39676575280467,1.67,2.11349861893462e-07,43.5228125,42.4771875
"826","Schoen Cooperman Research","12/2/21",2021-12-09,800,"lv",45,48,NA,334,2.64015795830118e-08,0,1,1.67115293191698,2,8.82421542547794e-08,45,48
"827","Morning Consult","12/6/21",2021-12-08,15798,"rv",44,42,NA,335,2.47145186476573e-08,1.90875,2,2.41690965718109,1.67,1.99507414365631e-07,43.5228125,42.4771875
"828","Morning Consult","12/5/21",2021-12-07,17480,"rv",44,42,NA,336,2.3135260906072e-08,1.90875,2,2.44220316230238,1.67,1.88713364533969e-07,43.5228125,42.4771875
"829","YouGov","12/4/21",2021-12-07,1265,"rv",42,39,NA,336,2.3135260906072e-08,3.91115384615385,2,1.78570685029041,1.67,1.37984731569984e-07,41.0222115384615,39.9777884615385
"830","Morning Consult","12/4/21",2021-12-06,17376,"rv",44,41,NA,337,2.1656917734174e-08,1.90875,2,2.44071130568342,1.67,1.76546668426581e-07,43.5228125,41.4771875
"831","Morning Consult","12/4/21",2021-12-06,17376,"rv",44,42,NA,337,2.1656917734174e-08,1.90875,2,2.44071130568342,1.67,1.76546668426581e-07,43.5228125,42.4771875
"832","Morning Consult","12/3/21",2021-12-05,15845,"rv",44,42,NA,338,2.02730406909603e-08,1.90875,2,2.41765231803126,1.67,1.63703967158941e-07,43.5228125,42.4771875
"833","Morning Consult","12/2/21",2021-12-04,14243,"rv",44,41,NA,339,1.89775933908079e-08,1.90875,2,2.39100520923365,1.67,1.51554252351507e-07,43.5228125,41.4771875
"834","NBC News/The Wall Street Journal","12/1/21",2021-12-04,800,"a",34,44,NA,339,1.89775933908079e-08,2.8,2,1.67115293191698,1,6.34289216715541e-08,33.3,44.7
"835","Morning Consult","12/1/21",2021-12-03,14327,"rv",44,41,NA,340,1.77649251731353e-08,1.90875,2,2.39247528697334,1.67,1.41957162468534e-07,43.5228125,41.4771875
"836","Harris Insights & Analytics","11/30/21",2021-12-02,1989,"rv",50,50,NA,341,1.6629746454572e-08,-0.633333333333333,2,1.89884681971349,1.67,1.05468319500805e-07,50.1583333333333,49.8416666666667
"837","Morning Consult","11/30/21",2021-12-02,15946,"rv",44,42,NA,341,1.6629746454572e-08,1.90875,2,2.41924082326561,1.67,1.34372747421547e-07,43.5228125,42.4771875
"838","Cor Services, Inc.","11/29/21",2021-12-01,523,"lv",37,45,NA,342,1.55671056561248e-08,0,1,1.56489536601623,2,4.87217830071096e-08,37,45
"839","Morning Consult","11/29/21",2021-12-01,17439,"rv",43,42,NA,342,1.55671056561248e-08,1.90875,2,2.44161608909237,1.67,1.26949711406188e-07,42.5228125,42.4771875
