POLLSTER,STATE,START,END,SAMPLE,POPULATION,DEM1,DEM1PCT,REP1,REP1PCT,OTHER1,OTHER1PCT,DEM2,DEM2PCT,DEM3,DEM3PCT,REP2,REP2PCT,REP3,REP3PCT
Sachs Media,FL,9/10/22,9/10/22,600,lv,Val Demings,46,Marco Rubio,49,,,,,,,,,,
Center Street PAC,FL,9/9/22,9/10/22,608,lv,Val Demings,45,Marco Rubio,50,,,,,,,,,,
Center Street PAC,FL,9/9/22,9/10/22,999,rv,Val Demings,40,Marco Rubio,48,,,,,,,,,,
East Carolina University,NC,9/7/22,9/10/22,1020,lv,Cheri Beasley,45.9,Ted Budd,48.7,,,,,,,,,,
Emerson College,NV,9/8/22,9/10/22,1000,lv,Catherine Cortez Masto,41.3,Adam Paul Laxalt,41.8,,,,,,,,,,
Center Street PAC,AZ,9/6/22,9/9/22,563,lv,Mark Kelly,55,Blake Masters,35,,,,,,,,,,
Center Street PAC,AZ,9/6/22,9/9/22,972,rv,Mark Kelly,53,Blake Masters,32,,,,,,,,,,
OH Predictive Insights,AZ,9/6/22,9/9/22,654,lv,Mark Kelly,47,Blake Masters,35,,,,,,,,,,
Emerson College,CT,9/7/22,9/9/22,1000,lv,Richard Blumenthal,48.8,Leora R. Levy,36.1,,,,,,,,,,
Change Research,IA,9/3/22,9/8/22,1143,lv,Michael Franken,44,Chuck Grassley,48,,,,,,,,,,
Center Street PAC,UT,9/1/22,9/8/22,239,lv,Evan McMullin,39,Mike Lee,43,,,,,,,,,,
Center Street PAC,UT,9/1/22,9/8/22,474,rv,Evan McMullin,37,Mike Lee,40,,,,,,,,,,
Opinion Savvy/InsiderAdvantage,AZ,9/6/22,9/7/22,550,lv,Mark Kelly,45,Blake Masters,39,,,,,,,,,,
Emerson College,AZ,9/6/22,9/7/22,627,lv,Mark Kelly,46.7,Blake Masters,45,,,,,,,,,,
Echelon Insights,AZ,8/31/22,9/7/22,773,lv,Mark Kelly,52,Blake Masters,37,,,,,,,,,,
Echelon Insights,FL,8/31/22,9/7/22,815,lv,Val Demings,41,Marco Rubio,50,,,,,,,,,,
Opinion Savvy/InsiderAdvantage,GA,9/6/22,9/7/22,550,lv,Raphael Warnock,44,Herschel Junior Walker,47,,,,,,,,,,
Echelon Insights,GA,8/31/22,9/7/22,751,lv,Raphael Warnock,50,Herschel Junior Walker,40,,,,,,,,,,
Echelon Insights,KS,8/31/22,9/7/22,392,lv,Mark R. Holland,35,Jerry Moran,54,,,,,,,,,,
Echelon Insights,LA,8/31/22,9/7/22,506,lv,Luke Mixon,8,John Kennedy,51,,,Syrita Steib,6,Gary Chambers,16,,,,
Suffolk University,OH,9/5/22,9/7/22,500,lv,Tim Ryan,46.6,J.D. Vance,45.6,,,,,,,,,,
Change Research,OH,9/2/22,9/7/22,1209,lv,Tim Ryan,47,J.D. Vance,42,,,,,,,,,,
Echelon Insights,OH,8/31/22,9/7/22,831,lv,Tim Ryan,45,J.D. Vance,39,,,,,,,,,,
SoonerPoll.com,OK,9/2/22,9/7/22,402,lv,Madison Horn,35.4,James Lankford,52.1,,,,,,,,,,
Echelon Insights,OK,8/31/22,9/7/22,522,lv,Madison Horn,29,James Lankford,59,,,,,,,,,,
SoonerPoll.com,OKS,9/2/22,9/7/22,402,lv,Kendra Horn,39.9,Markwayne Mullin,51.9,,,,,,,,,,
Echelon Insights,OKS,8/31/22,9/7/22,522,lv,Kendra Horn,28,Markwayne Mullin,58,,,,,,,,,,
Echelon Insights,PA,8/31/22,9/7/22,828,lv,John Fetterman,57,Mehmet Oz,36,,,,,,,,,,
Echelon Insights,SC,8/31/22,9/7/22,600,lv,Krystle Matthews,37,Tim Scott,54,,,,,,,,,,
Trafalgar Group,VT,9/3/22,9/7/22,1072,lv,Peter Welch,49.7,Gerald Malloy,43.2,,,,,,,,,,
Public Policy Polling,WA,9/6/22,9/7/22,620,v,Patty Murray,48,Tiffany Smiley,39,,,,,,,,,,
Opinion Savvy/InsiderAdvantage,FL,9/5/22,9/6/22,550,lv,Val Demings,44,Marco Rubio,46,,,,,,,,,,
Emerson College,NY,9/4/22,9/6/22,1000,lv,Charles E. Schumer,55,Joe Pinion,30.8,,,,,,,,,,
Trafalgar Group,NC,9/1/22,9/4/22,1079,lv,Cheri Beasley,43.8,Ted Budd,46.6,,,,,,,,,,
Susquehanna Polling & Research Inc.,FL,8/29/22,9/3/22,500,lv,Val Demings,44,Marco Rubio,47,,,,,,,,,,
RABA Research,PA,8/31/22,9/3/22,679,lv,John Fetterman,49,Mehmet Oz,40,,,,,,,,,,
Center Street PAC,OH,8/31/22,9/2/22,987,rv,Tim Ryan,44,J.D. Vance,35,,,,,,,,,,
Center Street PAC,OH,8/31/22,9/2/22,519,lv,Tim Ryan,48,J.D. Vance,39,,,,,,,,,,
Center Street PAC,PA,8/31/22,9/1/22,616,lv,John Fetterman,55,Mehmet Oz,36,,,,,,,,,,
Center Street PAC,PA,8/31/22,9/1/22,1012,rv,John Fetterman,51,Mehmet Oz,33,,,,,,,,,,
ALG Research,UT,8/29/22,9/1/22,800,lv,Evan McMullin,47,Mike Lee,46,,,,,,,,,,
Trafalgar Group,WA,8/30/22,9/1/22,1087,lv,Patty Murray,49.2,Tiffany Smiley,46.3,,,,,,,,,,
Public Policy Polling,CO,8/30/22,8/31/22,782,v,Michael Bennet,46,Joe O'Dea,35,,,,,,,,,,
Fabrizio Lee & Associates/Impact Research,FL,8/24/22,8/31/22,500,lv,Val Demings,47,Marco Rubio,49,,,,,,,,,,
Clarity Campaign Labs,FL,8/25/22,8/30/22,3017,rv,Val Demings,45,Marco Rubio,46,,,,,,,,,,
Public Policy Polling,NC,8/29/22,8/30/22,601,v,Cheri Beasley,42,Ted Budd,41,,,,,,,,,,
Emerson College,GA,8/28/22,8/29/22,600,lv,Raphael Warnock,43.9,Herschel Junior Walker,45.6,,,,,,,,,,
Susquehanna Polling & Research Inc.,PA,8/22/22,8/29/22,718,lv,John Fetterman,49,Mehmet Oz,44,,,,,,,,,,
Victory Geek,IL,8/25/22,8/28/22,512,lv,Tammy Duckworth,58,Kathy Salvi,35,,,,,,,,,,
Trafalgar Group,AZ,8/24/22,8/27/22,1074,lv,Mark Kelly,47.6,Blake Masters,44.3,,,,,,,,,,
Trafalgar Group,GA,8/24/22,8/27/22,1079,lv,Raphael Warnock,46.7,Herschel Junior Walker,47.5,,,,,,,,,,
Tarrance Group,CO,8/22/22,8/25/22,600,lv,Michael Bennet,48,Joe O'Dea,47,,,,,,,,,,
Remington Research Group,MO,8/24/22,8/25/22,1011,lv,Trudy Busch Valentine,40,Eric Schmitt,51,,,,,,,,,,
Trafalgar Group,WI,8/22/22,8/25/22,1091,lv,Mandela Barnes,49.4,Ron Johnson,47.1,,,,,,,,,,
Change Research,IN,8/20/22,8/24/22,2111,lv,Thomas McDermott,42,Todd Young,45,,,,,,,,,,
Fabrizio Lee & Associates/Impact Research,NV,8/16/22,8/24/22,500,lv,Catherine Cortez Masto,44,Adam Paul Laxalt,40,,,,,,,,,,
Fabrizio Lee & Associates/Impact Research,NV,8/16/22,8/24/22,500,lv,Catherine Cortez Masto,48,Adam Paul Laxalt,47,,,,,,,,,,
ALG Research,OH,8/17/22,8/23/22,800,lv,Tim Ryan,50,J.D. Vance,47,,,,,,,,,,
Emerson College,PA,8/22/22,8/23/22,1034,lv,John Fetterman,48.4,Mehmet Oz,43.5,,,,,,,,,,
RMG Research,AZ,8/16/22,8/22/22,750,lv,Mark Kelly,50,Blake Masters,43,,,,,,,,,,
Capitol Communications,NC,8/21/22,8/22/22,800,rv,Cheri Beasley,42.3,Ted Budd,41.4,,,,,,,,,,
Franklin & Marshall College,PA,8/15/22,8/21/22,522,rv,John Fetterman,43,Mehmet Oz,30,,,,,,,,,,
Sachs Media,FL,8/20/22,8/20/22,600,lv,Val Demings,43,Marco Rubio,45,,,,,,,,,,
Trafalgar Group,CO,8/15/22,8/19/22,1087,lv,Michael Bennet,47.4,Joe O'Dea,41.6,,,,,,,,,,
ALG Research,FL,8/12/22,8/18/22,800,lv,Val Demings,46,Marco Rubio,49,,,,,,,,,,
Trafalgar Group,NV,8/15/22,8/18/22,1082,lv,Catherine Cortez Masto,44.3,Adam Paul Laxalt,46.7,,,,,,,,,,
Trafalgar Group,OH,8/16/22,8/18/22,1087,lv,Tim Ryan,44.9,J.D. Vance,49.5,,,,,,,,,,
Trafalgar Group,PA,8/15/22,8/18/22,1096,lv,John Fetterman,48.4,Mehmet Oz,43.5,,,,,,,,,,
Suffolk University,NV,8/14/22,8/17/22,500,lv,Catherine Cortez Masto,44.6,Adam Paul Laxalt,38.2,,,,,,,,,,
McLaughlin & Associates,WA,8/15/22,8/17/22,500,lv,Patty Murray,49.1,Tiffany Smiley,43,,,,,,,,,,
Fox News/Beacon Research/Shaw & Co. Research,AZ,8/12/22,8/16/22,1012,rv,Mark Kelly,50,Blake Masters,42,,,,,,,,,,
YouGov,MO,8/8/22,8/16/22,900,lv,Trudy Busch Valentine,38,Eric Schmitt,49,,,,,,,,,,
YouGov,MO,8/8/22,8/16/22,900,lv,Trudy Busch Valentine,31,Eric Schmitt,44,,,,,,,,,,
Emerson College,OH,8/15/22,8/16/22,925,lv,Tim Ryan,41.6,J.D. Vance,44.7,,,,,,,,,,
Fox News/Beacon Research/Shaw & Co. Research,WI,8/12/22,8/16/22,1006,rv,Mandela Barnes,50,Ron Johnson,46,,,,,,,,,,
Cygnal,NC,8/13/22,8/15/22,615,lv,Cheri Beasley,42.3,Ted Budd,42.3,,,,,,,,,,
Marquette University Law School,WI,8/10/22,8/15/22,811,rv,Mandela Barnes,51,Ron Johnson,44,,,,,,,,,,
Marquette University Law School,WI,8/10/22,8/15/22,614,lv,Mandela Barnes,52,Ron Johnson,45,,,,,,,,,,
Center Street PAC,FL,8/12/22,8/14/22,996,rv,Val Demings,39,Marco Rubio,46,,,,,,,,,,
Center Street PAC,FL,8/12/22,8/14/22,610,lv,Val Demings,41,Marco Rubio,52,,,,,,,,,,
University of North Florida,FL,8/8/22,8/12/22,1534,lv,Val Demings,48,Marco Rubio,44,,,,,,,,,,
Battleground Connect,KS,8/8/22,8/10/22,1074,lv,Mark R. Holland,36.8,Jerry Moran,57.5,,,,,,,,,,
Public Opinion Strategies,PA,8/7/22,8/10/22,600,rv,John Fetterman,51,Mehmet Oz,33,,,,,,,,,,
McLaughlin & Associates,NY,8/7/22,8/9/22,600,lv,Charles E. Schumer,51,Joe Pinion,36,,,,,,,,,,
Center Street PAC,AZ,8/1/22,8/8/22,1107,a,Mark Kelly,48,Blake Masters,34,,,,,,,,,,
Center Street PAC,AZ,8/1/22,8/8/22,877,rv,Mark Kelly,50,Blake Masters,34,,,,,,,,,,
Center Street PAC,AZ,8/1/22,8/8/22,512,lv,Mark Kelly,54,Blake Masters,40,,,,,,,,,,
Phillips Academy,GA,8/3/22,8/7/22,971,rv,Raphael Warnock,43.6,Herschel Junior Walker,45.2,,,,,,,,,,
Chism Strategies,NC,8/4/22,8/6/22,656,lv,Cheri Beasley,46,Ted Budd,42,,,,,,,,,,
Change Research,FL,8/2/22,8/5/22,1031,lv,Val Demings,46,Marco Rubio,46,,,,,,,,,,
WPA Intelligence (WPAi),UT,8/4/22,8/5/22,500,lv,Evan McMullin,32,Mike Lee,50,,,,,,,,,,
Center Street PAC,OH,8/1/22,8/3/22,516,lv,Tim Ryan,49,J.D. Vance,38,,,,,,,,,,
Center Street PAC,OH,8/1/22,8/3/22,1180,a,Tim Ryan,42,J.D. Vance,32,,,,,,,,,,
Center Street PAC,OH,8/1/22,8/3/22,974,rv,Tim Ryan,44,J.D. Vance,33,,,,,,,,,,
OnMessage Inc.,AZ,8/1/22,8/2/22,600,lv,Mark Kelly,49,Blake Masters,44,,,,,,,,,,
Research Affiliates,GA,7/26/22,8/1/22,420,lv,Raphael Warnock,49,Herschel Junior Walker,46,,,,,,,,,,
Center Street PAC,PA,7/29/22,8/1/22,1206,a,John Fetterman,47,Mehmet Oz,30,,,,,,,,,,
Center Street PAC,PA,7/29/22,8/1/22,997,rv,John Fetterman,48,Mehmet Oz,32,,,,,,,,,,
Center Street PAC,PA,7/29/22,8/1/22,516,lv,John Fetterman,52,Mehmet Oz,38,,,,,,,,,,
Clarity Campaign Labs,FL,7/26/22,7/31/22,2244,lv,Val Demings,45,Marco Rubio,45,,,,,,,,,,
Emerson College,NY,7/26/22,7/28/22,1000,lv,Charles E. Schumer,53.2,Joe Pinion,31,,,,,,,,,,
Siena College,NY,7/24/22,7/28/22,806,lv,Charles E. Schumer,56,Joe Pinion,35,,,,,,,,,,
ALG Research,OH,7/21/22,7/28/22,800,lv,Tim Ryan,48,J.D. Vance,45,,,,,,,,,,
McLaughlin & Associates,CT,7/26/22,7/27/22,500,lv,Richard Blumenthal,45.2,Leora R. Levy,33,,,,,,,,,,
Opinion Savvy/InsiderAdvantage,GA,7/26/22,7/27/22,750,lv,Raphael Warnock,48,Herschel Junior Walker,45,,,,,,,,,,
SurveyUSA,MO,7/24/22,7/27/22,787,lv,Trudy Busch Valentine,30,Eric Schmitt,36,,,,,,,,,,
McLaughlin & Associates,CO,7/24/22,7/26/22,500,lv,Michael Bennet,48,Joe O'Dea,40.3,,,,,,,,,,
Fox News/Beacon Research/Shaw & Co. Research,GA,7/22/22,7/26/22,901,rv,Raphael Warnock,46,Herschel Junior Walker,42,,,,,,,,,,
Fox News/Beacon Research/Shaw & Co. Research,PA,7/22/22,7/26/22,901,rv,John Fetterman,47,Mehmet Oz,36,,,,,,,,,,
PEM Management Corporation,GA,7/22/22,7/24/22,300,lv,Raphael Warnock,41.7,Herschel Junior Walker,46.3,,,,,,,,,,
SurveyUSA,GA,7/21/22,7/24/22,604,lv,Raphael Warnock,48,Herschel Junior Walker,39,,,,,,,,,,
PEM Management Corporation,NC,7/22/22,7/24/22,300,lv,Cheri Beasley,42.7,Ted Budd,40.3,,,,,,,,,,
PEM Management Corporation,OH,7/22/22,7/24/22,300,lv,Tim Ryan,44,J.D. Vance,37.7,,,,,,,,,,
PEM Management Corporation,PA,7/22/22,7/24/22,300,lv,John Fetterman,43.7,Mehmet Oz,37.7,,,,,,,,,,
University of Georgia School of Public and International Affairs,GA,7/14/22,7/22/22,902,lv,Raphael Warnock,46.1,Herschel Junior Walker,42.5,,,,,,,,,,
Chism Strategies,PA,7/19/22,7/21/22,712,lv,John Fetterman,48.9,Mehmet Oz,39.6,,,,,,,,,,
Beacon Research,AZ,7/5/22,7/20/22,802,rv,Mark Kelly,49,Blake Masters,34,,,,,,,,,,
Beacon Research,AZ,7/5/22,7/20/22,504,lv,Mark Kelly,51,Blake Masters,39,,,,,,,,,,
Beacon Research,GA,7/5/22,7/20/22,1003,rv,Raphael Warnock,48,Herschel Junior Walker,36,,,,,,,,,,
Beacon Research,GA,7/5/22,7/20/22,602,lv,Raphael Warnock,48,Herschel Junior Walker,43,,,,,,,,,,
Beacon Research,NV,7/5/22,7/20/22,479,rv,Catherine Cortez Masto,49,Adam Paul Laxalt,39,,,,,,,,,,
Beacon Research,NV,7/5/22,7/20/22,301,lv,Catherine Cortez Masto,51,Adam Paul Laxalt,45,,,,,,,,,,
Beacon Research,PA,7/5/22,7/20/22,1012,rv,John Fetterman,47,Mehmet Oz,34,,,,,,,,,,
Beacon Research,PA,7/5/22,7/20/22,609,lv,John Fetterman,50,Mehmet Oz,39,,,,,,,,,,
Victory Research,IL,7/17/22,7/19/22,1208,lv,Tammy Duckworth,43.3,Kathy Salvi,33.9,,,,,,,,,,
Global Strategy Group,PA,7/14/22,7/19/22,1200,rv,John Fetterman,51,Mehmet Oz,40,,,,,,,,,,
Dan Jones & Associates,UT,7/13/22,7/18/22,801,rv,Evan McMullin,36,Mike Lee,41,,,,,,,,,,
"Fabrizio, Lee & Associates",AZ,7/13/22,7/14/22,800,lv,Mark Kelly,49,Blake Masters,44,,,,,,,,,,
Cygnal,IA,7/13/22,7/14/22,600,lv,Michael Franken,43.4,Chuck Grassley,51.6,,,,,,,,,,
WPA Intelligence (WPAi),UT,7/12/22,7/14/22,529,lv,Evan McMullin,35,Mike Lee,49,,,,,,,,,,
Selzer & Co.,IA,7/10/22,7/13/22,597,lv,Michael Franken,39,Chuck Grassley,47,,,,,,,,,,
Center Street PAC,UT,7/12/22,7/12/22,561,a,Evan McMullin,32,Mike Lee,43,,,,,,,,,,
Center Street PAC,UT,7/12/22,7/12/22,434,rv,Evan McMullin,34,Mike Lee,44,,,,,,,,,,
Center Street PAC,UT,7/12/22,7/12/22,213,lv,Evan McMullin,36,Mike Lee,50,,,,,,,,,,
Fabrizio Lee & Associates/Impact Research,GA,7/5/22,7/11/22,500,lv,Raphael Warnock,50,Herschel Junior Walker,47,,,,,,,,,,
Elway Research,WA,7/7/22,7/11/22,400,rv,Patty Murray,53,Tiffany Smiley,33,,,,,,,,,,
Emerson College,NV,7/7/22,7/10/22,2000,rv,Catherine Cortez Masto,44.1,Adam Paul Laxalt,40.8,,,,,,,,,,
SurveyUSA,WA,7/6/22,7/10/22,596,lv,Patty Murray,51,Tiffany Smiley,33,,,,,,,,,,
Center Street PAC,FL,7/9/22,7/9/22,908,a,Val Demings,38,Marco Rubio,48,,,,,,,,,,
Center Street PAC,FL,7/9/22,7/9/22,734,rv,Val Demings,39,Marco Rubio,47,,,,,,,,,,
Center Street PAC,FL,7/9/22,7/9/22,445,lv,Val Demings,42,Marco Rubio,51,,,,,,,,,,
Data for Progress,NH,6/22/22,7/8/22,903,lv,Maggie Hassan,49,Donald C. Bolduc,45,,,,,,,,,,
Data for Progress,GA,7/1/22,7/6/22,1131,lv,Raphael Warnock,47,Herschel Junior Walker,49,,,,,,,,,,
Alaska Survey Research,AK,7/2/22,7/5/22,1201,lv,Patricia R. Chesbro,17.4,Lisa Murkowski,35.3,,,,,,,Kelly C. Tshibaka,42.6,,
Change Research,IA,6/30/22,7/4/22,1488,lv,Michael Franken,44,Chuck Grassley,49,,,,,,,,,,
Center Street PAC,OH,7/1/22,7/3/22,1199,a,Tim Ryan,41,J.D. Vance,36,,,,,,,,,,
Center Street PAC,OH,7/1/22,7/3/22,989,rv,Tim Ryan,44,J.D. Vance,37,,,,,,,,,,
Center Street PAC,OH,7/1/22,7/3/22,528,lv,Tim Ryan,46,J.D. Vance,43,,,,,,,,,,
Trafalgar Group,NC,6/29/22,7/1/22,1068,lv,Cheri Beasley,45.1,Ted Budd,47.6,,,,,,,,,,
ALG Research,OH,6/27/22,6/30/22,816,lv,Tim Ryan,48,J.D. Vance,46,,,,,,,,,,
Change Research,AZ,6/24/22,6/27/22,705,rv,Mark Kelly,48,Blake Masters,39,,,,,,,,,,
Change Research,GA,6/24/22,6/27/22,704,rv,Raphael Warnock,48,Herschel Junior Walker,44,,,,,,,,,,
Quinnipiac University,GA,6/23/22,6/27/22,1497,rv,Raphael Warnock,54,Herschel Junior Walker,44,,,,,,,,,,
Change Research,NH,6/24/22,6/27/22,704,rv,Maggie Hassan,49,Donald C. Bolduc,40,,,,,,,,,,
Change Research,NV,6/24/22,6/27/22,701,rv,Catherine Cortez Masto,46,Adam Paul Laxalt,43,,,,,,,,,,
Marquette University Law School,WI,6/14/22,6/20/22,803,rv,Mandela Barnes,46,Ron Johnson,44,,,,,,,,,,
Cygnal,NC,6/17/22,6/19/22,600,lv,Cheri Beasley,40.3,Ted Budd,45,,,,,,,,,,
Cygnal,PA,6/17/22,6/19/22,535,lv,John Fetterman,48.2,Mehmet Oz,43.8,,,,,,,,,,
Fabrizio Lee & Associates/Impact Research,PA,6/12/22,6/19/22,500,lv,John Fetterman,50,Mehmet Oz,44,,,,,,,,,,
Tarrance Group,WA,6/14/22,6/19/22,600,lv,Patty Murray,48,Tiffany Smiley,43,,,,,,,,,,
Moore Information,GA,6/11/22,6/16/22,800,lv,Raphael Warnock,47,Herschel Junior Walker,47,,,,,,,,,,
WPA Intelligence (WPAi),UT,6/14/22,6/16/22,300,lv,Evan McMullin,33,Mike Lee,52,,,,,,,,,,
Dan Jones & Associates,UT,5/24/22,6/15/22,803,rv,Evan McMullin,35,Mike Lee,41,,,,,,,,,,
Suffolk University,PA,6/10/22,6/13/22,500,lv,John Fetterman,46,Mehmet Oz,37.4,,,,,,,,,,
SurveyUSA,NC,6/8/22,6/12/22,650,lv,Cheri Beasley,44,Ted Budd,40,,,,,,,,,,
East Carolina University,GA,6/6/22,6/9/22,868,rv,Raphael Warnock,47.4,Herschel Junior Walker,46.6,,,,,,,,,,
Global Strategy Group,CO,6/2/22,6/8/22,400,rv,Michael Bennet,49,Joe O'Dea,36,,,,,,,,,,
Dan Jones & Associates,UT,5/24/22,6/4/22,810,rv,Evan McMullin,37,Mike Lee,41,,,,,,,,,,
Public Policy Polling,WA,6/1/22,6/2/22,1039,lv,Patty Murray,51,Tiffany Smiley,40,,,,,,,,,,
Public Policy Polling,FL,5/26/22,5/27/22,655,v,Val Demings,41,Marco Rubio,47,,,,,,,,,,
University of Nevada,NV,5/17/22,5/27/22,1098,a,Catherine Cortez Masto,48,Adam Paul Laxalt,27,,,,,,,,,,
Suffolk University,OH,5/22/22,5/24/22,500,lv,Tim Ryan,39.4,J.D. Vance,41.6,,,,,,,,,,
Cygnal,NC,5/21/22,5/22/22,600,lv,Cheri Beasley,41.8,Ted Budd,43.6,,,,,,,,,,
East Carolina University,NC,5/19/22,5/20/22,635,rv,Cheri Beasley,41.5,Ted Budd,49.3,,,,,,,,,,
Chism Strategies,AZ,5/12/22,5/16/22,608,lv,Mark Kelly,48.6,Blake Masters,32.3,,,,,,,,,,
Meeting Street Insights,NC,5/12/22,5/16/22,500,rv,Cheri Beasley,45,Ted Budd,46,,,,,,,,,,
SurveyUSA,MO,5/11/22,5/15/22,1412,lv,Trudy Busch Valentine,34,Eric Schmitt,47,,,,,,,,,,
Center Street PAC,OH,5/11/22,5/13/22,1174,a,Tim Ryan,37,J.D. Vance,37,,,,,,,,,,
Center Street PAC,OH,5/11/22,5/13/22,938,rv,Tim Ryan,39,J.D. Vance,40,,,,,,,,,,
Center Street PAC,OH,5/11/22,5/13/22,495,lv,Tim Ryan,43,J.D. Vance,48,,,,,,,,,,
Emerson College,CT,5/10/22,5/11/22,1000,rv,Richard Blumenthal,52.2,Leora R. Levy,36.4,,,,,,,,,,
Phillips Academy,FL,5/7/22,5/9/22,543,rv,Val Demings,36,Marco Rubio,34,,,,,,,,,,
Emerson College,NC,5/7/22,5/9/22,1000,rv,Cheri Beasley,41.4,Ted Budd,48.2,,,,,,,,,,
Global Strategy Group,NC,4/28/22,5/4/22,800,lv,Cheri Beasley,45,Ted Budd,45,,,,,,,,,,
Remington Research Group,MO,4/27/22,4/28/22,986,lv,Trudy Busch Valentine,32,Eric Schmitt,50,,,,,,,,,,
SurveyUSA,GA,4/22/22,4/27/22,1278,lv,Raphael Warnock,50,Herschel Junior Walker,45,,,,,,,,,,
McLaughlin & Associates,NV,4/18/22,4/20/22,600,lv,Catherine Cortez Masto,46,Adam Paul Laxalt,47,,,,,,,,,,
University of New Hampshire,NH,4/14/22,4/18/22,868,lv,Maggie Hassan,47,Donald C. Bolduc,46,,,,,,,,,,
Grassroots Targeting,GA,4/3/22,4/16/22,2500,rv,Raphael Warnock,41,Herschel Junior Walker,51.4,,,,,,,,,,
Change Research,IA,4/6/22,4/11/22,1070,lv,Michael Franken,42,Chuck Grassley,45,,,,,,,,,,
OH Predictive Insights,NV,4/1/22,4/9/22,748,rv,Catherine Cortez Masto,43,Adam Paul Laxalt,35,,,,,,,,,,
Phillips Academy,NH,4/4/22,4/8/22,533,a,Maggie Hassan,45.4,Donald C. Bolduc,39.5,,,,,,,,,,
Phillips Academy,NH,4/4/22,4/8/22,471,rv,Maggie Hassan,54.1,Donald C. Bolduc,39.2,,,,,,,,,,
Suffolk University,NV,4/2/22,4/6/22,500,lv,Catherine Cortez Masto,40,Adam Paul Laxalt,43.4,,,,,,,,,,
Emerson College,NC,4/2/22,4/4/22,1047,lv,Cheri Beasley,42.8,Ted Budd,49.6,,,,,,,,,,
Emerson College,GA,4/1/22,4/3/22,1013,lv,Raphael Warnock,45.2,Herschel Junior Walker,49.1,,,,,,,,,,
Cygnal,NC,3/30/22,3/31/22,513,lv,Cheri Beasley,43.1,Ted Budd,44.6,,,,,,,,,,
Saint Anselm College,NH,3/23/22,3/24/22,1265,rv,Maggie Hassan,44,Donald C. Bolduc,39,,,,,,,,,,
Chism Strategies,NV,3/21/22,3/24/22,671,lv,Catherine Cortez Masto,40.3,Adam Paul Laxalt,46.9,,,,,,,,,,
JMC Analytics,LA,3/21/22,3/23/22,600,lv,Luke Mixon,7,John Kennedy,53,,,Syrita Steib,3,Gary Chambers,14,,,,
Moore Information,FL,3/14/22,3/19/22,600,rv,Val Demings,32,Marco Rubio,47,,,,,,,,,,
Moore Information,SD,3/14/22,3/19/22,400,rv,Brian L. Bengs,24,John R. Thune,59,,,,,,,,,,
Moore Information,SC,3/8/22,3/13/22,500,rv,Krystle Matthews,25,Tim Scott,57,,,,,,,,,,
Saint Leo University,FL,2/28/22,3/12/22,500,lv,Val Demings,27.4,Marco Rubio,45,,,,,,,,,,
Chism Strategies,GA,3/2/22,3/8/22,662,lv,Raphael Warnock,45.4,Herschel Junior Walker,48.5,,,,,,,,,,
Center Street PAC,UT,3/5/22,3/5/22,683,a,Evan McMullin,26,Mike Lee,31,,,,,,,,,,
Center Street PAC,UT,3/5/22,3/5/22,527,rv,Evan McMullin,27,Mike Lee,33,,,,,,,,,,
Center Street PAC,UT,3/5/22,3/5/22,226,lv,Evan McMullin,30,Mike Lee,38,,,,,,,,,,
Center Street PAC,FL,3/4/22,3/4/22,1102,a,Val Demings,26,Marco Rubio,48,,,,,,,,,,
Center Street PAC,FL,3/4/22,3/4/22,898,rv,Val Demings,27,Marco Rubio,47,,,,,,,,,,
Center Street PAC,FL,3/4/22,3/4/22,472,lv,Val Demings,34,Marco Rubio,51,,,,,,,,,,
University of North Florida,FL,2/7/22,2/20/22,685,rv,Val Demings,34,Marco Rubio,46,,,,,,,,,,
Public Policy Polling,WA,2/17/22,2/18/22,700,lv,Patty Murray,50,Tiffany Smiley,41,,,,,,,,,,
Mason-Dixon Polling & Strategy,FL,2/7/22,2/10/22,625,rv,Val Demings,42,Marco Rubio,49,,,,,,,,,,
Wick,GA,2/2/22,2/6/22,1290,lv,Raphael Warnock,45.6,Herschel Junior Walker,46.5,,,,,,,,,,
Suffolk University,FL,1/26/22,1/29/22,500,lv,Val Demings,41.4,Marco Rubio,48.6,,,,,,,,,,
OH Predictive Insights,NV,1/19/22,1/26/22,755,rv,Catherine Cortez Masto,44,Adam Paul Laxalt,35,,,,,,,,,,
Quinnipiac University,GA,1/19/22,1/24/22,1702,rv,Raphael Warnock,48,Herschel Junior Walker,49,,,,,,,,,,
University of Georgia School of Public and International Affairs,GA,1/13/22,1/24/22,872,rv,Raphael Warnock,43.6,Herschel Junior Walker,47.1,,,,,,,,,,
Mason-Dixon Polling & Strategy,KY,1/19/22,1/22/22,625,rv,Charles Booker,39,Rand Paul,55,,,,,,,,,,
Saint Anselm College,NH,1/11/22,1/12/22,1215,rv,Maggie Hassan,43,Donald C. Bolduc,36,,,,,,,,,,
Trafalgar Group,NH,12/10/21,12/12/21,1041,lv,Maggie Hassan,46.1,Donald C. Bolduc,40.3,,,,,,,,,,
NRSC,GA,12/4/21,12/8/21,831,lv,Raphael Warnock,48,Herschel Junior Walker,49,,,,,,,,,,
Data for Progress,PA,12/3/21,12/5/21,581,lv,John Fetterman,44,Mehmet Oz,42,,,,,,,,,,
Trafalgar Group,NV,11/24/21,11/29/21,1034,lv,Catherine Cortez Masto,40.9,Adam Paul Laxalt,44.1,,,,,,,,,,
